site_unique,site_location_name,established_date,description,bioregion_name,landform_pattern,landform_element,site_slope,site_aspect,comments,outcrop_lithology,other_outcrop_lithology,plot_dimensions,site_location_visit_id,visit_start_date,visit_end_date,visit_notes,location_description,erosion_type,erosion_abundance,erosion_state,microrelief,drainage_type,disturbance,climatic_condition,vegetation_condition,observer_veg,observer_soil,described_by,pit_marker_easting,pit_marker_northing,pit_marker_mga_zones,pit_marker_datum,pit_marker_location_method,soil_observation_type,a_s_c,plot_is_100m_by_100m,plot_is_aligned_to_grid,plot_is_permanently_marked,latitude,longitude,point,state,visit_date,visit_number
NSABHC0019-57078,NSABHC0019,2013-03-15T00:00:00,"Netley Station, 12.6km north east of Homestead. 70km south south east of Broken Hill.",BHC,ALP,PLA,1,70,Minimal impact of introduced plant species.,UC,UC,,57078,2013-03-13T13:43:00,2013-03-13T13:43:00,"Soil samples lodged at the TERN Facility, University of Adelaide, SA.
The SW corner coordinates are derived from the soil site sheet. A full grid of coordinates has not been created.Plot aligned to magnetic north , not the grid.","grazing cattle and sheep, many flies.",NC,NC,NC,NC,7,NC,DRY,DRY,22,7,7,551626.05,6402360.71,54,WGS84,GPS,P,,TRUE,TRUE,TRUE,-32.514855,141.549646,SW,NSW,2013-03-13,1
NSABHC0020-57599,NSABHC0020,2013-03-15T00:00:00,"Sunnydale station, 9.2km north east of Homestead.  33km south south east of Broken Hill",BHC,SAN,PLA,1,360,,KS,KS,,57599,2013-03-14T00:00:00,2013-03-14T00:00:00,"Soil samples lodged at the TERN Facility, University of Adelaide, SA
The SW corner coordinates are derived from the soil site sheet. A full grid of coordinates has not been created.Plot aligned to magnetic north , not the grid.",Recent rain has promoted a flush of regeneration of perennial grasses and annual germinations.,NC,NC,NC,NC,7,NC,WET,DRY,22,7,7,547156.1,6430102.29,54,WGS84,GPS,P,,TRUE,TRUE,TRUE,-32.264805,141.500681,SW,NSW,2013-03-14,1
NSABHC0021-57098,NSABHC0021,2014-04-19T00:00:00,"Avondale Station, 21.7km south east of Homestead. 42.3km south east of Broken Hill.",BHC,ALP,PLA,0,,Minimal impact of introduced plant species - high number of species at low cover.,NA,NC,,57098,2014-04-19T00:00:00,2014-04-19T00:00:00,"Soil samples lodged at the TERN Facility, University of Adelaide, SA
The SW corner coordinates are derived from the soil site sheet. A full grid of coordinates has not been created.Plot aligned to magnetic north,not the grid.","Fire history unknown- suspect long unburnt. Cattle present at time of visit. Introduced plant effect moderate- Medicago minima, Carrichtera annua, Erodium cicutarium and Sisymbrium irio present at low cover.",NC,NC,NC,NC,7,NC,WET,AVG,22,7,7,581907.48,6445925.41,54,,GPS,P,,TRUE,TRUE,TRUE,-32.120072,141.868274,SW,NSW,2014-04-19,1
NSABHC0022-57086,NSABHC0022,2014-04-19T00:00:00,Kayrunnera Station. 7km west of homestead. 171km north east of Broken Hill.,BHC,PLA,PLA,0,,"Atriplex vesicaria low sparse chenopod shrubland on limestone.  Gentle slope. Minimal impact of introduced plant species.
",NA,NA,,57086,2014-04-19T00:00:00,2014-04-19T00:00:00,"Soil samples lodged at the TERN Facility, University of Adelaide, SA
The SW corner coordinates are derived from the soil site sheet. A full grid of coordinates has not been created.Plot aligned to magnetic north , not the grid.",Atriplex vesicaria low sparse chenopod shrubland on limestone.  Gentle slope.,NC,NC,NC,NC,7,NC,DRY,AVG,22,7,7,641066,6606483,54,WGS84,GPS,P,,TRUE,TRUE,TRUE,-30.666082,142.472433,SW,NSW,2014-04-19,1
NSABHC0023-57099,NSABHC0023,2014-04-21T00:00:00,Langawirra Station. 11.3km north of homestead. 93km north east of Broken Hill,BHC,PLA,PLA,0,,"Dodonaea viscosa subsp. angustissima on sandy soil. Minimal impact of introduced plant species.
",NA,NC,,57099,2014-04-21T00:00:00,2014-04-21T00:00:00,"Soil samples lodged at the TERN Facility, University of Adelaide, SA
The SW corner coordinates are derived from the soil site sheet. A full grid of coordinates has not been created.Plot aligned to magnetic north , not the grid.","Long unburnt. Introduced plant effect low, some Echium plantageum but cover low.",NC,NC,NC,NC,7,NC,WET,AVG,22,7,7,608114,6531721,54,WGS84,,P,,TRUE,TRUE,TRUE,-31.34395,142.136552777778,SW,NSW,2014-04-21,1
NSABHC0024-57100,NSABHC0024,2014-04-22T00:00:00,Langawirra Station. 11km north north east of homestead. 93.5km north east of Broken Hill.,BHC,PLA,PLA,0,,"Dodonaea viscosa subsp angustissima /Acacia loderi sparse shrubland with a ground stratum dominated Enneapogon avenaceus with Tetragonia sp. and Portulaca oleracea. Minimal impact of introduced plant species.
",NA,NC,,57100,2014-04-22T00:00:00,2014-04-22T00:00:00,"Soil samples lodged at the TERN Facility, University of Adelaide, SA
The SW corner coordinates are derived from the soil site sheet. A full grid of coordinates has not been created.Plot aligned to magnetic north , not the grid.
","Dodonaea viscosa subsp angustissima /Acacia loderi sparse shrubland with a ground stratum dominated Enneapogon avenaceus with Tetragonia sp. and Portulaca oleracea. Long unburnt. Recent rain. Introduced plant effect, low-Echium plantageum and Sonchus oleraceus present but cover minimal.",NC,NC,NC,NC,7,NC,WET,AVG,22,7,7,609249,6531394,54,WGS84,GPS,P,,TRUE,TRUE,TRUE,-31.3467916666667,142.148516666667,SW,NSW,2014-04-22,1
NSABHC0025-57101,NSABHC0025,2014-06-02T00:00:00,Langwell Station. 1.6km west south west of homestead. 51.9km south south east of Broken Hill.,BHC,PLA,PLA,0,,"Enneapogon avenaceus low open tussock grassland with Carrichtera annua. Moderate impact of introduced plant species; mainly Carrichtera annua.
",NA,NA,,57101,2014-06-02T00:00:00,2014-06-02T00:00:00,"Soil samples lodged at the TERN Facility, University of Adelaide, SA.
The SW corner coordinates are derived from the soil site sheet. A full grid of coordinates has not been created.Plot aligned to magnetic north , not the grid.","Enneapogon avenaceus low open tussock grassland with Carrichtera annua. Fire and grazing history unknown. Introduced plant species effect, high- Carrichtera annua dominant.",NC,NC,NC,NC,7,NC,WET,AVG,22,7,7,,,54,WGS84,,P,,TRUE,TRUE,TRUE,-32.420531,141.535447,SW,NSW,2014-06-02,1
NSABHC0026-57102,NSABHC0026,2014-06-04T00:00:00,"Broughton Vale Station, 700m south of Barrier Highway and 4km east of Little Topar",BHC,PLA,PLA,0,,"-------------- new visit physicalStatusComments start --------------
-------------- new visit physicalStatusComments end ---------------
Acacia loderi sparse shrubland. Drainage depression in north west corner. Moderate impact of introduced plant species- Salvia verbenaca moderate cover.
",NA,NC,,57102,2014-06-04T00:00:00,2014-06-04T00:00:00,"Soil samples lodged at the TERN Facility, University of Adelaide, SA
The SW corner coordinates are derived from the soil site sheet. A full grid of coordinates has not been created.Plot aligned to magnetic north , not the grid.","Acacia loderi sparse shrubland. Fire history uncertain, many old dead shrubs. Introduced plant effect high, ground stratum dominated by Salvia verbenacea. Drainage depression in north west corner.",NC,NC,NC,NC,7,NC,WET,AVG,22,7,7,620072,6483469,54,WGS84,,P,,TRUE,TRUE,TRUE,-31.778032,142.268019,SW,NSW,2014-06-04,1
NSABHC0028-58027,NSABHC0028,2016-09-12T13:10:42,Fowler's Gap Research Station. Mallee,BHC,RIS,HSL,50,,"Plot is on  a rise in a range of low hills. Complex slope. Plot is quite steep in places. Drainage line that runs to the north west. Top of the site is at the south east and south west. Average 5 degree slope. Flat on southern edge and steeper down into the gullies. Outcrop lithology is mostly banded shale with some quartzite but several sandstone bands also through the site. Strew is a mix of gravels and cobbles. Low impact of introduced plant species- Schismus barbatus low cover.
",SH,SA,100m x 100m.,58027,2016-09-12T13:10:42,2016-09-12T13:10:42,,"Plot is on  a rise in a range of low hills. Complex slope. Plot is quite steep in places. Drainage line that runs to the north west. Top of the site is at the south east and south west. Average 5 degree slope. Flat on southern edge and steeper down into the gullies. Heavily impacted by goats. Minimal grass cover. Long unburnt- minimal cover to carry a fire. Introduced plant species effect is low- some Sonchus oleraceus, Carrichtera annua and Sisymbrium erysimoides but cover low. Outcrop lithology is mostly banded shale with some quartzite but several sandstone bands also through the site. Strew is a mix of gravels and cobbles. Homogeneity- extends 50-60m to the north and 20m south, west and east.  South east corner is approx. 50m from a fence line. Mallee",G,3,A,Z,3,1L,WET,FFR,1,11,1,568439.136,6562872.448,54,WGS84,GPS,P,,TRUE,TRUE,TRUE,-31.0659777777778,141.717325,SW,NSW,2016-09-12,1
NSABHC0029-58028,NSABHC0029,2016-09-12T15:35:12,"Fowlers Gap Arid Zone Research Station, Eucalyptus camaldulensis swamp",BHC,ALP,SWP,2,170,"-------------- new visit physicalStatusComments start --------------
Flat site. Long unburnt. Site is grazed, cattle scats in the sit but effect is low. Minimal introduced plant species- possible a Brassica species. No surface strew. Floodplain of Strzelecki creek – flood out on plain. 3km between dunes where Strzelecki creek flows north to cooper creek. Community is homogenous but site is heterogenous at a sub hectare level. 80m from centre is the same community. 50m north of plot is Strzelecki track.

-------------- new visit physicalStatusComments end ---------------
Swamp on an alluvial plain. Plot sits at the end of a man-made dam. It is likely that much of the woodland has developed since the creation of the dam. Plot is sloping 2 degrees broadly to the south (170 degrees)  Also rises up at the north east corner where it is just out of the swamp. Minimal surface strew at north east corner on rise. Sandstone below the surface. Some cobbles in stream bank and channel, some quartzite and sandstone as in Pit. Modearate impact of introduced plant species- Sisymbrium erysimoides, Leontodon rhagadioloides and Centaurea melitensis low cover.
",NA,NC,100m x 100m.,58028,2016-09-12T15:35:12,2016-09-12T15:35:12,Unknown substrate is water.,Introduced plant effect is high- ground stratum is dominated by introduced forbs.  Homogeneity- Community is contained to the plot. Grazing effect is low- sheep and goats but minimal feed for stock. Long unburnt. Likely unburnt since creation of the dam- Surrounded by much more open country.,B,2,A,NC,2,1L,WET,AVG,1,11,1,563868.012,6563319.948,54,WGS84,GPS,P,,TRUE,TRUE,TRUE,-31.0621666666667,141.669402777778,SW,NSW,2016-09-12,1
NSACHC0001-58574,NSACHC0001,2018-04-17T11:40:00,"Sturt National Park, 4.8km north east of Mt wood shearers quarters",CHC,RIS,HSL,5,45,Plot is on low rocky rise 20m up from surrounding plains. 5 degree slope to the north east- flatter on western edge but getting steeper to the north east. Embedded boulders/outcrop and lots of cobbles and gravels of sandstone possibly metamorphosed. Flecks of ironstone and quartz through the site. Minimal introduced plant species noted at visit. Grazing effect is from low to moderate kangaroos- no goats noted but likely present. Long unburnt- very sparse ground cover. Homogeneity- community extends 40m west and north. Eastern edge is 20m to road.,ME,NC,,58574,2018-04-17T09:44:11,2018-04-17T09:44:11,only SW corner and centre marked,"Sturt National Park, 4.8km north east of Mt wood shearers quarters",W,2,S,ND,5,1L,DRY,DRY,1,31,1,622648,6742013,54,GDA94,,P,,TRUE,TRUE,TRUE,-29.4453861111111,142.264755555556,SW,NSW,2018-04-17,1
NSACHC0002-58558,NSACHC0002,2018-04-17T14:04:50,"Sturt National Park, 20.4km north west of Mount Wood shearers quarters. 21.6km north east of Tibooburra",CHC,FLO,STC,0,,Bed of 12 Mile Creek. Minimal surface strew- some alluvial wash in the creek. Most of the Chenopodium auricomum have been grazed by Kangaroos. 20m from south west corner is old bore and tank so would have been more heavily grazed in the past. Plot is largely flat with deeper channel of the creek flowing eastward. Community is confined to plot- south west corner rise up out of main swampy area. A shallow channel runs north close to the south west corner- deeper main bed of creek is north of that. North east corner just comes up on to sandier ridge in middle of channel which is  sparser.,NA,NC,,58558,2018-04-17T14:04:50,2018-04-17T14:04:50,,"Sturt National Park, 20.4km north west of Mount wood shearers quarters. 21.6km north east of Tibooburra.",W,2,A,ND,3,1M,DRY,DRY,1,31,1,614644,6757458,54,GDA94,TABLET,P,,TRUE,TRUE,TRUE,-29.3067333333333,142.180561111111,SW,NSW,2018-04-17,1
NSACHC0003-58575,NSACHC0003,2018-04-18T12:44:00,"Sturt National Park, 5km north north east of Mt King homestead. 26.8km north west of Tibooburra.",CHC,PLA,STC,1,90,Plot sits in the channel of Cannina Creek. Slightly deeper channel runs east to west along southern boundary. Site is mostly flat with a 1 degree slope to the east with some undulations due to deposited material. Minimal surface strew. Grazing effect is severe- Kangaroos and cattle- all of the Chenopodium have had leaves eaten away. Long unburnt. Introduced plant species effect is low at present but difficult to tell due to dryness and grazing. Homogeneity- Vegetation community is confined to the plot- either side of the plot is more open plains. North east corner is 20m in from jump up loops track moving away from the track into the plot.,NA,NA,,58575,2018-04-18T11:15:14,2018-04-18T11:15:14,,"Sturt National Park, 5km north north east of Mt King homestead. 26.8km north west of Tibooburra.",W,3,S,ND,4,1M,DRY,DRY,1,31,1,587042,6768064,54,GDA94,,P,,TRUE,TRUE,TRUE,-29.2130861111111,141.895477777778,SW,NSW,2018-04-18,1
NSACHC0004-58576,NSACHC0004,2018-04-18T14:38:00,"Sturt National Park,  21.5km North north west of Mount King homestead. 43 km north west of Tibooburra",CHC,LOW,HSL,4,,,NA,NC,,58576,2018-04-18T15:51:01,2018-04-18T15:51:01,,"Sturt National Park,  21.5km North north west of Mount King homestead. 43 km north west of Tibooburra",W,1,S,ND,3,1L,DRY,DRY,30,31,30,584151,6784375,54,GDA94,TABLET,P,,TRUE,TRUE,TRUE,-29.06618333,141.8645194,SW,NSW,2018-04-18,1
NSACOP0001-58551,NSACOP0001,2018-04-10T11:32:44,"Yathong Nature Reserve, 4.5km north west of Park office. 99km due north of Hillston",COP,FLO,FLD,0,,Plot is flat in very broad creek channel that flows towards the north west. ,NA,NAP,100 x 100m.,58551,2018-04-10T11:32:44,2018-04-10T11:32:44,"Fresh rabbit diggings in SE corner of plot with a 10m. radius.Tall standing dead annual Forbes possibly weedy, also a lot of medicago and potentially ward weed.Less common horehound around bases of trees.Grazing pressure is high, mainly from Kangaroos but also from goats and there is a large rabbit warren close to centre of the plot. Long unburnt- 1980s or before ( pers com with Rangers). ","Yathong Nature Reserve, 4.5km north west of Park office. 99km due north of Hillston
",n/a,X,n/a,ND,3,1L,DRY,DRY,1,31,1,363047,6393116,55,WGS84,TABLET,P,,TRUE,TRUE,TRUE,-32.5910611111111,145.540680555556,SW,NSW,2018-04-10,1
